Bwd Pkt Len Std,Pkt Size Avg,Flow Duration,Flow IAT Mean,Label
293.5053291995526,879.1450980392157,109185055,429862.4212598425,ddos
0.0,0.0,3499861,3499861.0,ddos
428.43062448895967,150.0,5470473,911745.5,ddos
0.0,0.0,6,6.0,ddos
0.0,0.0,7109135,7109135.0,ddos
670.9960032396888,682.5555555555555,5991996,352470.3529411765,ddos
0.0,0.0,6,6.0,ddos
631.6598924897952,728.7619047619047,990493,49524.65,ddos
0.0,0.0,6,6.0,ddos
428.43062448895967,150.0,472119,78686.5,ddos
0.0,0.0,180,180.0,ddos
0.0,0.0,12046429,12046429.0,ddos
252.790490911728,930.5570469798656,3291654,22240.905405405392,ddos
0.0,0.0,74,74.0,ddos
425.74734291596,149.0,468387,78064.5,ddos
0.0,0.0,168,168.0,ddos
428.43062448895967,150.0,470759,78459.83333333334,ddos
0.0,0.0,141,141.0,ddos
714.1877670939673,356.75,496835,70976.42857142858,ddos
0.0,0.0,150,75.0,ddos
671.7272511964958,332.5,502771,71824.42857142858,ddos
0.0,0.0,147,73.5,ddos
712.079115454643,355.625,548446,78349.42857142858,ddos
0.0,0.0,161,161.0,ddos
691.931716284201,344.5,496204,70886.28571428572,ddos
0.0,0.0,94,94.0,ddos
720.6663583101407,422.5,481880,68840.0,ddos
0.0,0.0,381,190.5,ddos
0.0,0.0,14436976,14436976.0,ddos
726.1488598535885,411.125,480574,68653.42857142858,ddos
0.0,0.0,389,194.5,ddos
715.9236458356903,459.0,484074,69153.42857142858,ddos
0.0,0.0,2659,1329.5,ddos
740.8590734186001,390.375,488761,69823.0,ddos
0.0,0.0,402,201.0,ddos
612.8296391874877,286.75,517717,73959.57142857142,ddos
0.0,0.0,151,151.0,ddos
0.0,0.0,13562024,13562024.0,ddos
617.9753231319193,291.75,517497,73928.14285714286,ddos
0.0,0.0,142,142.0,ddos
609.2291577614012,283.0,663021,94717.28571428572,ddos
0.0,0.0,167,83.5,ddos
206.16546752548052,82.14285714285714,620514,103419.0,ddos
0.0,0.0,261,261.0,ddos
604.2193310379932,758.0416666666665,1127059,49002.56521739132,ddos
0.0,0.0,6,6.0,ddos
534.4653215075604,636.0204081632652,6184740,128848.75,ddos
589.1826259036044,205.625,482725,68960.71428571429,ddos
0.0,0.0,145,72.5,ddos
0.0,18.666666666666668,3655938,1827969.0,ddos
760.346704544125,518.8571428571429,5179480,398421.5384615384,ddos
429.2061780613971,792.4277777777777,33180335,185365.0000000001,ddos
515.4723174924237,781.0285714285715,28697973,415912.65217391297,ddos
0.0,0.0,95689904,95689904.0,ddos
338.77936384074667,881.3453453453453,104478011,314692.8042168675,ddos
0.0,0.0,83701962,83701962.0,ddos
0.0,0.0,83701733,83701733.0,ddos
0.0,0.0,2406117,2406117.0,ddos
0.0,0.0,4812265,4812265.0,ddos
0.0,0.0,4265387,4265387.0,ddos
0.0,0.0,9624489,9624489.0,ddos
0.0,0.0,16733516,16733516.0,ddos
0.0,0.0,19249018,19249018.0,ddos
214.6907038569221,855.8564102564102,101250028,521907.3608247422,ddos
554.156115187769,752.5416666666665,333595,14504.130434782608,ddos
0.0,0.0,171,85.5,ddos
549.4178737536666,753.9166666666665,346561,15067.869565217392,ddos
0.0,0.0,134,67.0,ddos
464.7946802312198,793.2962962962962,370944,14267.076923076924,ddos
0.0,0.0,602,301.0,ddos
464.7946802312198,793.2962962962962,383183,14737.807692307691,ddos
0.0,0.0,630,315.0,ddos
464.7946802312198,793.0740740740739,266645,10255.576923076924,ddos
0.0,0.0,658,329.0,ddos
464.7946802312198,793.0740740740739,282375,10860.576923076924,ddos
0.0,0.0,600,300.0,ddos
464.7946802312198,793.0740740740739,269809,10377.26923076923,ddos
0.0,0.0,623,311.5,ddos
464.7946802312198,793.0740740740739,267902,10303.923076923078,ddos
0.0,0.0,629,314.5,ddos
709.6770712475819,609.6842105263157,5159540,286641.11111111107,ddos
385.0268483015743,755.88,100992047,1364757.3918918918,ddos
0.0,0.0,95176605,95176605.0,ddos
0.0,0.0,5030987,5030987.0,ddos
0.0,0.0,20014600,20014600.0,ddos
351.5070871345048,870.2721712538226,5716587,17535.54294478527,ddos
512.7826787341361,741.2686567164177,26842006,406697.06060606055,ddos
0.0,13.333333333333336,99934107,19986821.4,ddos
0.0,0.0,98294619,98294619.0,ddos
0.0,0.0,1421818,1421818.0,ddos
0.0,0.0,83683880,83683880.0,ddos
0.0,0.0,5687296,5687296.0,ddos
0.0,0.0,10374652,10374652.0,ddos
736.1027596248181,572.3333333333334,5257667,309274.5294117647,ddos
0.0,15.5,100010325,20002065.0,ddos
0.0,13.166666666666664,93166923,18633384.6,ddos
0.0,16.333333333333332,2966244,593248.8,ddos
436.3741519992089,805.2771084337352,43597391,264226.6121212121,ddos
0.0,0.0,41670428,41670428.0,ddos
494.4987635193372,762.0350877192983,56599980,500884.7787610619,ddos
372.4949319262974,756.3978494623656,23502716,255464.3043478262,ddos
395.09776605891454,775.4237288135594,118978073,2051346.086206897,ddos
0.0,0.0,41785,20892.5,ddos
178.00813161186238,893.4377510040158,101742532,410252.1451612903,ddos
183.10523503250823,865.1781305114638,111116809,196319.4505300353,ddos
0.0,0.0,95248068,95248068.0,ddos
0.0,0.0,5249722,5249722.0,ddos
299.4059880868298,871.1769911504425,118694296,351166.55621301767,ddos
0.0,0.0,83292777,83292777.0,ddos
0.0,0.0,96296286,96296286.0,ddos
0.0,0.0,20780173,20780173.0,ddos
0.0,0.0,2624852,2624852.0,ddos
0.0,0.0,10390080,10390080.0,ddos
0.0,0.0,33576373,33576373.0,ddos
300.45792079573465,792.3880597014926,74573858,372869.2900000001,ddos
0.0,0.0,45380,22690.0,ddos
464.7946802312198,793.7407407407408,383078,14733.769230769236,ddos
0.0,0.0,656,328.0,ddos
551.7737307991383,723.12,420771,17532.125,ddos
0.0,0.0,15,15.0,ddos
464.7946802312198,793.2962962962962,296165,11390.96153846154,ddos
0.0,0.0,653,326.5,ddos
464.7946802312198,793.2962962962962,286641,11024.65384615385,ddos
0.0,0.0,613,306.5,ddos
464.7946802312198,793.0740740740739,314438,12093.769230769229,ddos
0.0,0.0,619,309.5,ddos
464.7946802312198,792.9629629629628,336919,12958.423076923078,ddos
0.0,0.0,624,312.0,ddos
464.7946802312198,793.0740740740739,297416,11439.076923076922,ddos
0.0,0.0,687,343.5,ddos
464.7946802312198,793.0740740740739,299085,11503.269230769229,ddos
0.0,0.0,630,315.0,ddos
0.0,0.0,119978074,119978074.0,ddos
601.7143563740744,276.875,214254,30607.714285714286,ddos
0.0,0.0,178,89.0,ddos
444.5103677634988,845.6517857142858,3120937,28116.549549549552,ddos
0.0,0.0,98280348,98280348.0,ddos
0.0,0.0,3406120,3406120.0,ddos
0.0,0.0,13655785,13655785.0,ddos
751.3846612028418,542.2105263157895,5142997,285722.0555555555,ddos
335.2952293752673,771.4805194805194,100775212,1325989.6315789472,ddos
0.0,0.0,95176216,95176216.0,ddos
0.0,0.0,4921600,4921600.0,ddos
0.0,0.0,20014568,20014568.0,ddos
407.807415235454,723.4857142857143,104665141,1516886.1014492754,ddos
350.1682452764672,122.42857142857144,209764,34960.66666666667,ddos
0.0,0.0,183,183.0,ddos
403.6169233522381,870.7105263157895,850105,11334.73333333333,ddos
0.0,0.0,515,257.5,ddos
221.3707297724792,79.71428571428571,210308,35051.33333333333,ddos
0.0,0.0,40,40.0,ddos
234.33992404197795,84.28571428571429,210605,35100.833333333336,ddos
0.0,0.0,141,141.0,ddos
695.7398478579731,594.5238095238095,675772,33788.599999999984,ddos
642.6459367334395,215.42857142857144,215196,35866.0,ddos
0.0,0.0,64,64.0,ddos
0.0,14.0,100009785,20001957.0,ddos
0.0,15.833333333333336,100009698,20001939.6,ddos
0.0,14.666666666666664,100032352,20006470.4,ddos
0.0,12.333333333333336,1280927,256185.4,ddos
0.0,14.833333333333336,100009532,20001906.4,ddos
0.0,17.0,38185346,7637069.2,ddos
411.7992447302764,846.3392857142858,3041505,27400.945945945947,ddos
434.8242073096844,841.3274336283182,3101450,27691.517857142862,ddos
0.0,16.333333333333332,1397233,698616.5,ddos
0.0,16.333333333333332,1457377,728688.5,ddos
371.645676040566,865.6529680365297,4245835,19476.30733944954,ddos
420.50169535816,846.8392857142858,3026694,27267.513513513502,ddos
654.540850315076,624.795918367347,23689407,493529.3125,ddos
444.7918924996035,803.8840579710146,32755638,239092.2481751825,ddos
0.0,18.33333333333333,100009099,20001819.8,ddos
130.28838055649882,941.4254143646408,3633087,4018.901548672565,ddos
0.0,0.0,134,134.0,ddos
221.3707297724792,79.71428571428571,208894,34815.66666666667,ddos
0.0,0.0,161,161.0,ddos
234.33992404197795,84.28571428571429,210939,35156.5,ddos
0.0,0.0,100,100.0,ddos
695.7398478579731,596.047619047619,1117995,55899.75,ddos
642.6459367334395,215.42857142857144,214539,35756.5,ddos
0.0,0.0,67,67.0,ddos
609.1049170709427,203.57142857142856,214789,35798.166666666664,ddos
0.0,0.0,40,40.0,ddos
0.0,0.0,99515179,99515179.0,ddos
0.0,0.0,99219135,99219135.0,ddos
248.65075909797665,87.7142857142857,211704,35284.0,ddos
0.0,0.0,178,178.0,ddos
469.1270616794559,158.85714285714286,213573,35595.5,ddos
0.0,0.0,135,135.0,ddos
318.41607999597005,110.28571428571428,224303,37383.833333333336,ddos
0.0,0.0,93,93.0,ddos
532.7535225500378,818.7333333333332,583767,20129.89655172413,ddos
0.0,0.0,7,7.0,ddos
248.65075909797665,87.7142857142857,209144,34857.33333333333,ddos
0.0,0.0,143,143.0,ddos
469.1270616794559,158.85714285714286,213931,35655.166666666664,ddos
0.0,0.0,74,74.0,ddos
318.41607999597005,110.28571428571428,217618,36269.66666666666,ddos
0.0,0.0,39,39.0,ddos
532.7535225500378,818.7333333333332,578293,19941.13793103449,ddos
0.0,0.0,43,43.0,ddos
248.65075909797665,87.7142857142857,210636,35106.0,ddos
0.0,0.0,41,41.0,ddos
469.1270616794559,158.85714285714286,212726,35454.333333333336,ddos
0.0,0.0,41,41.0,ddos
318.41607999597005,110.28571428571428,211627,35271.166666666664,ddos
0.0,0.0,162,162.0,ddos
0.0,0.0,2203037,2203037.0,ddos
532.7535225500378,818.7333333333332,669854,23098.413793103453,ddos
0.0,0.0,6,6.0,ddos
248.65075909797665,87.7142857142857,211178,35196.33333333333,ddos
0.0,0.0,70,70.0,ddos
469.1270616794559,158.85714285714286,213957,35659.5,ddos
0.0,0.0,150,150.0,ddos
318.41607999597005,110.28571428571428,211272,35212.0,ddos
0.0,0.0,79,79.0,ddos
532.7535225500378,818.7333333333332,577774,19923.241379310344,ddos
0.0,0.0,6,6.0,ddos
0.0,0.0,3390517,3390517.0,ddos
248.65075909797665,87.7142857142857,209196,34866.0,ddos
0.0,0.0,178,178.0,ddos
469.1270616794559,158.85714285714286,212317,35386.16666666667,ddos
0.0,0.0,89,89.0,ddos
318.41607999597005,110.28571428571428,211574,35262.333333333336,ddos
0.0,0.0,41,41.0,ddos
532.7535225500378,818.7333333333332,579823,19993.89655172413,ddos
0.0,0.0,6,6.0,ddos
248.65075909797665,87.7142857142857,209826,34971.0,ddos
0.0,0.0,106,106.0,ddos
469.1270616794559,158.85714285714286,213698,35616.33333333333,ddos
0.0,0.0,66,66.0,ddos
318.41607999597005,110.28571428571428,212384,35397.333333333336,ddos
0.0,0.0,41,41.0,ddos
532.7535225500378,818.7333333333332,580295,20010.1724137931,ddos
0.0,0.0,47,47.0,ddos
248.65075909797665,87.7142857142857,213901,35650.166666666664,ddos
0.0,0.0,64,64.0,ddos
469.1270616794559,158.85714285714286,238454,39742.333333333336,ddos
0.0,0.0,64,64.0,ddos
318.41607999597005,110.28571428571428,210861,35143.5,ddos
0.0,0.0,162,162.0,ddos
532.7535225500378,818.7333333333332,579437,19980.58620689656,ddos
0.0,0.0,7,7.0,ddos
248.65075909797665,87.7142857142857,210638,35106.33333333333,ddos
0.0,0.0,76,76.0,ddos
469.1270616794559,158.85714285714286,231118,38519.66666666666,ddos
0.0,0.0,162,162.0,ddos
318.41607999597005,110.28571428571428,211777,35296.166666666664,ddos
0.0,0.0,82,82.0,ddos
532.7535225500378,818.7333333333332,578239,19939.275862068967,ddos
0.0,0.0,38,38.0,ddos
248.65075909797665,87.7142857142857,210667,35111.166666666664,ddos
0.0,0.0,162,162.0,ddos
469.1270616794559,158.85714285714286,213338,35556.33333333333,ddos
0.0,0.0,134,134.0,ddos
318.41607999597005,110.28571428571428,210813,35135.5,ddos
0.0,0.0,40,40.0,ddos
0.0,0.0,83303556,83303556.0,ddos
0.0,0.0,92369821,92369821.0,ddos
532.7535225500378,818.7333333333332,606310,20907.24137931034,ddos
0.0,0.0,40,40.0,ddos
248.65075909797665,87.7142857142857,210983,35163.83333333333,ddos
0.0,0.0,84,84.0,ddos
469.1270616794559,158.85714285714286,213693,35615.5,ddos
0.0,0.0,75,75.0,ddos
318.41607999597005,110.28571428571428,211363,35227.166666666664,ddos
0.0,0.0,38,38.0,ddos
532.7535225500378,818.7333333333332,616755,21267.413793103457,ddos
0.0,0.0,45,45.0,ddos
248.65075909797665,87.7142857142857,247591,41265.16666666667,ddos
0.0,0.0,75,75.0,ddos
469.1270616794559,158.85714285714286,245423,40903.83333333333,ddos
0.0,0.0,76,76.0,ddos
318.41607999597005,110.28571428571428,249090,41515.0,ddos
0.0,0.0,179,179.0,ddos
532.7535225500378,818.7333333333332,584193,20144.586206896547,ddos
0.0,0.0,6,6.0,ddos
248.65075909797665,87.7142857142857,212154,35359.0,ddos
0.0,0.0,63,63.0,ddos
469.1270616794559,158.85714285714286,213215,35535.83333333333,ddos
0.0,0.0,135,135.0,ddos
318.41607999597005,110.28571428571428,211789,35298.16666666667,ddos
0.0,0.0,134,134.0,ddos
532.7535225500378,818.7333333333332,588474,20292.20689655172,ddos
0.0,0.0,43,43.0,ddos
248.65075909797665,87.7142857142857,210503,35083.83333333333,ddos
0.0,0.0,212,212.0,ddos
469.1270616794559,158.85714285714286,212802,35467.0,ddos
0.0,0.0,83,83.0,ddos
318.41607999597005,110.28571428571428,211329,35221.5,ddos
0.0,0.0,64,64.0,ddos
232.8061216734463,903.5198807157058,116981195,116399.1990049751,ddos
0.0,0.0,3499875,3499875.0,ddos
532.7535225500378,792.3225806451613,770704,25690.13333333333,ddos
0.0,0.0,33,33.0,ddos
0.0,0.0,8734082,8734082.0,ddos
248.65075909797665,87.7142857142857,244599,40766.5,ddos
0.0,0.0,67,67.0,ddos
469.1270616794559,158.85714285714286,213231,35538.5,ddos
0.0,0.0,67,67.0,ddos
318.41607999597005,110.28571428571428,518689,86448.16666666669,ddos
0.0,0.0,94,94.0,ddos
532.7535225500378,818.7333333333332,832832,28718.344827586207,ddos
0.0,0.0,7,7.0,ddos
248.65075909797665,87.7142857142857,211106,35184.33333333333,ddos
0.0,0.0,78,78.0,ddos
469.1270616794559,158.85714285714286,217737,36289.5,ddos
0.0,0.0,67,67.0,ddos
318.41607999597005,110.28571428571428,211387,35231.166666666664,ddos
0.0,0.0,67,67.0,ddos
532.7535225500378,818.7333333333332,579299,19975.827586206902,ddos
0.0,0.0,48,48.0,ddos
248.65075909797665,87.7142857142857,210608,35101.33333333333,ddos
0.0,0.0,65,65.0,ddos
469.1270616794559,158.85714285714286,211886,35314.333333333336,ddos
0.0,0.0,64,64.0,ddos
318.41607999597005,110.28571428571428,211090,35181.66666666667,ddos
0.0,0.0,162,162.0,ddos
532.7535225500378,818.7333333333332,579711,19990.034482758616,ddos
0.0,0.0,6,6.0,ddos
248.65075909797665,87.7142857142857,211623,35270.5,ddos
0.0,0.0,76,76.0,ddos
469.1270616794559,158.85714285714286,219956,36659.333333333336,ddos
0.0,0.0,141,141.0,ddos
318.41607999597005,110.28571428571428,223766,37294.333333333336,ddos
0.0,0.0,94,94.0,ddos
532.7535225500378,818.7333333333332,578254,19939.793103448275,ddos
0.0,0.0,6,6.0,ddos
248.65075909797665,87.7142857142857,210236,35039.333333333336,ddos
0.0,0.0,162,162.0,ddos
469.1270616794559,158.85714285714286,234857,39142.833333333336,ddos
0.0,0.0,134,134.0,ddos
318.41607999597005,110.28571428571428,238291,39715.16666666667,ddos
0.0,0.0,40,40.0,ddos
532.7535225500378,818.7333333333332,578587,19951.275862068967,ddos
0.0,0.0,6,6.0,ddos
248.65075909797665,87.7142857142857,218871,36478.5,ddos
0.0,0.0,122,122.0,ddos
469.1270616794559,158.85714285714286,212933,35488.83333333333,ddos
0.0,0.0,41,41.0,ddos
318.41607999597005,110.28571428571428,212137,35356.166666666664,ddos
0.0,0.0,79,79.0,ddos
532.7535225500378,792.3225806451613,577265,19242.16666666667,ddos
0.0,0.0,42,42.0,ddos
248.65075909797665,87.7142857142857,211148,35191.333333333336,ddos
0.0,0.0,67,67.0,ddos
469.1270616794559,158.85714285714286,214712,35785.33333333333,ddos
0.0,0.0,67,67.0,ddos
318.41607999597005,110.28571428571428,211879,35313.166666666664,ddos
0.0,0.0,66,66.0,ddos
0.0,0.0,13561992,13561992.0,ddos
532.7535225500378,818.7333333333332,577801,19924.1724137931,ddos
0.0,0.0,7,7.0,ddos
248.65075909797665,87.7142857142857,209492,34915.333333333336,ddos
0.0,0.0,90,90.0,ddos
469.1270616794559,158.85714285714286,212177,35362.833333333336,ddos
0.0,0.0,35,35.0,ddos
318.41607999597005,110.28571428571428,211645,35274.166666666664,ddos
0.0,0.0,72,72.0,ddos
532.7535225500378,818.7333333333332,578783,19958.034482758616,ddos
0.0,0.0,6,6.0,ddos
248.65075909797665,87.7142857142857,210921,35153.5,ddos
0.0,0.0,161,161.0,ddos
469.1270616794559,158.85714285714286,212610,35435.0,ddos
0.0,0.0,142,142.0,ddos
318.41607999597005,110.28571428571428,221516,36919.333333333336,ddos
0.0,0.0,76,76.0,ddos
532.7535225500378,818.7333333333332,577281,19906.241379310348,ddos
0.0,0.0,34,34.0,ddos
248.65075909797665,87.7142857142857,213859,35643.166666666664,ddos
0.0,0.0,148,148.0,ddos
469.1270616794559,158.85714285714286,215634,35939.0,ddos
0.0,0.0,76,76.0,ddos
318.41607999597005,110.28571428571428,211872,35312.0,ddos
0.0,0.0,66,66.0,ddos
532.7535225500378,744.3030303030303,995263,31101.968750000004,ddos
0.0,0.0,7,7.0,ddos
248.65075909797665,87.7142857142857,213630,35605.0,ddos
0.0,0.0,62,62.0,ddos
469.1270616794559,158.85714285714286,225402,37567.0,ddos
0.0,0.0,177,177.0,ddos
318.41607999597005,110.28571428571428,228485,38080.83333333333,ddos
0.0,0.0,127,127.0,ddos
532.7535225500378,792.3225806451613,764167,25472.23333333333,ddos
0.0,0.0,6,6.0,ddos
248.65075909797665,87.7142857142857,487204,81200.66666666669,ddos
0.0,0.0,91,91.0,ddos
469.1270616794559,158.85714285714286,401308,66884.66666666666,ddos
0.0,0.0,63,63.0,ddos
318.41607999597005,110.28571428571428,271565,45260.83333333333,ddos
0.0,0.0,90,90.0,ddos
532.7535225500378,818.7333333333332,587490,20258.275862068964,ddos
0.0,0.0,6,6.0,ddos
248.65075909797665,87.7142857142857,218252,36375.333333333336,ddos
0.0,0.0,179,179.0,ddos
678.918079183165,635.1304347826087,6581642,299165.5454545455,ddos
469.1270616794559,158.85714285714286,212857,35476.166666666664,ddos
0.0,0.0,94,94.0,ddos
318.41607999597005,110.28571428571428,211825,35304.166666666664,ddos
0.0,0.0,40,40.0,ddos
532.7535225500378,818.7333333333332,580081,20002.793103448283,ddos
0.0,0.0,39,39.0,ddos
248.65075909797665,87.7142857142857,210329,35054.833333333336,ddos
0.0,0.0,90,90.0,ddos
469.1270616794559,158.85714285714286,213936,35656.0,ddos
0.0,0.0,67,67.0,ddos
318.41607999597005,110.28571428571428,222861,37143.5,ddos
0.0,0.0,40,40.0,ddos
532.7535225500378,818.7333333333332,603637,20815.06896551725,ddos
0.0,0.0,6,6.0,ddos
248.65075909797665,87.7142857142857,212347,35391.166666666664,ddos
0.0,0.0,38,38.0,ddos
469.1270616794559,158.85714285714286,228484,38080.66666666667,ddos
0.0,0.0,63,63.0,ddos
0.0,0.0,16733758,16733758.0,ddos
318.41607999597005,110.28571428571428,211366,35227.66666666667,ddos
0.0,0.0,162,162.0,ddos
0.0,0.0,13562016,13562016.0,ddos
532.7535225500378,818.7333333333332,643664,22195.3103448276,ddos
0.0,0.0,6,6.0,ddos
248.65075909797665,87.7142857142857,217999,36333.16666666666,ddos
0.0,0.0,75,75.0,ddos
469.1270616794559,158.85714285714286,213205,35534.166666666664,ddos
0.0,0.0,163,163.0,ddos
318.41607999597005,110.28571428571428,211797,35299.5,ddos
0.0,0.0,76,76.0,ddos
532.7535225500378,818.7333333333332,581283,20044.241379310344,ddos
0.0,0.0,6,6.0,ddos
248.65075909797665,87.7142857142857,223393,37232.16666666667,ddos
0.0,0.0,197,197.0,ddos
469.1270616794559,158.85714285714286,229064,38177.33333333333,ddos
0.0,0.0,127,127.0,ddos
318.41607999597005,110.28571428571428,211335,35222.5,ddos
0.0,0.0,64,64.0,ddos
532.7535225500378,722.4117647058823,925838,28055.696969696968,ddos
0.0,0.0,38,38.0,ddos
248.65075909797665,87.7142857142857,208345,34724.166666666664,ddos
0.0,0.0,64,64.0,ddos
469.1270616794559,158.85714285714286,224950,37491.66666666667,ddos
0.0,0.0,63,63.0,ddos
318.41607999597005,110.28571428571428,223376,37229.333333333336,ddos
0.0,0.0,162,162.0,ddos
532.7535225500378,792.3225806451613,592404,19746.800000000007,ddos
0.0,0.0,38,38.0,ddos
248.65075909797665,87.7142857142857,246647,41107.83333333333,ddos
0.0,0.0,40,40.0,ddos
469.1270616794559,158.85714285714286,231337,38556.16666666666,ddos
0.0,0.0,94,94.0,ddos
318.41607999597005,110.28571428571428,227809,37968.16666666667,ddos
0.0,0.0,84,84.0,ddos
532.7535225500378,818.7333333333332,623025,21483.620689655167,ddos
0.0,0.0,35,35.0,ddos
248.65075909797665,87.7142857142857,246092,41015.333333333336,ddos
0.0,0.0,89,89.0,ddos
469.1270616794559,158.85714285714286,224671,37445.16666666667,ddos
0.0,0.0,40,40.0,ddos
318.41607999597005,110.28571428571428,248073,41345.5,ddos
0.0,0.0,67,67.0,ddos
